Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Non-Travel,368,Research & Development,22,1,Medical,1,343,2,Female,73,1,1,Research Scientist,1,Single,6645,5472,5,Y,No,19,2,1,80,0,4,2,3,17,8,10,7
28,Yes,Travel_Rarely,1096,Research & Development,18,4,Life Sciences,1,344,4,Female,48,4,4,Human Resources,1,Divorced,2115,11158,8,Y,Yes,22,4,1,80,3,38,4,4,19,2,10,8
52,Yes,Non-Travel,340,Research & Development,11,4,Other,1,345,4,Male,30,2,3,Sales Representative,3,Married,1022,24173,1,Y,No,18,3,3,80,3,27,1,2,1,1,7,2
19,Yes,Travel_Frequently,374,Sales,12,3,Technical Degree,1,346,4,Female,47,3,1,Laboratory Technician,3,Single,1208,13188,0,Y,No,13,3,3,80,3,32,1,1,5,9,13,7
20,Yes,Travel_Rarely,210,Research & Development,8,1,Technical Degree,1,347,4,Female,58,3,5,Human Resources,1,Single,2854,7785,0,Y,No,21,1,3,80,1,14,4,1,4,0,2,14
49,No,Travel_Rarely,867,Research & Development,25,2,Technical Degree,1,348,2,Male,91,1,4,Manufacturing Director,1,Single,2275,8819,0,Y,Yes,13,3,4,80,0,28,5,1,10,3,0,1
46,No,Travel_Rarely,188,Research & Development,26,3,Technical Degree,1,349,1,Male,36,4,2,Laboratory Technician,4,Single,14138,5355,6,Y,No,15,3,1,80,0,6,4,1,7,12,12,9
51,No,Travel_Rarely,1202,Sales,5,4,Life Sciences,1,350,2,Male,32,4,4,Manufacturing Director,4,Married,11523,23209,3,Y,Yes,22,1,3,80,0,22,3,2,12,3,6,4
55,Yes,Travel_Rarely,1141,Human Resources,24,4,Marketing,1,351,3,Female,80,4,2,Manufacturing Director,2,Single,9438,17022,0,Y,No,20,2,4,80,2,14,0,1,2,16,10,6
20,No,Travel_Frequently,1464,Human Resources,5,1,Marketing,1,352,4,Male,90,3,5,Manager,3,Single,2129,13774,7,Y,No,10,2,4,80,0,9,4,2,10,17,14,2
45,Yes,Travel_Rarely,515,Human Resources,2,2,Medical,1,353,1,Female,88,3,4,Healthcare Representative,2,Divorced,17742,15625,7,Y,Yes,10,2,2,80,1,39,1,3,23,7,1,10
55,No,Travel_Rarely,494,Research & Development,25,2,Life Sciences,1,354,4,Female,92,3,1,Healthcare Representative,1,Divorced,11429,19262,8,Y,No,22,4,1,80,3,7,3,1,8,7,6,12
18,No,Travel_Frequently,680,Sales,14,1,Life Sciences,1,355,4,Male,48,3,1,Human Resources,1,Divorced,9462,21279,1,Y,No,11,1,2,80,1,4,0,1,29,1,6,12
47,No,Non-Travel,1458,Research & Development,11,1,Life Sciences,1,356,3,Female,72,1,5,Human Resources,1,Divorced,17501,13894,2,Y,Yes,19,3,2,80,3,32,0,2,6,17,8,10
40,Yes,Travel_Rarely,310,Sales,4,3,Life Sciences,1,357,1,Male,72,3,5,Research Scientist,4,Married,15011,21488,2,Y,Yes,13,4,1,80,2,33,5,4,5,7,8,6
28,Yes,Travel_Rarely,970,Research & Development,9,3,Technical Degree,1,358,3,Female,32,1,2,Sales Representative,4,Married,14515,15173,2,Y,No,16,2,4,80,2,33,5,2,9,7,1,0
39,Yes,Travel_Rarely,1013,Research & Development,23,3,Marketing,1,359,2,Female,47,1,5,Sales Executive,2,Divorced,3862,24225,1,Y,No,22,3,3,80,1,9,1,3,16,3,5,6
38,No,Travel_Rarely,1103,Human Resources,11,3,Other,1,360,4,Male,76,4,5,Healthcare Representative,4,Divorced,12319,18322,3,Y,Yes,23,3,2,80,0,13,5,2,20,15,8,3
51,Yes,Non-Travel,450,Sales,11,4,Technical Degree,1,361,1,Male,64,2,4,Sales Executive,2,Married,18173,23686,5,Y,No,14,3,2,80,0,21,5,2,4,8,11,9
23,No,Travel_Rarely,1004,Human Resources,14,3,Medical,1,362,2,Female,83,2,5,Laboratory Technician,3,Divorced,8253,23645,1,Y,Yes,24,2,2,80,2,0,1,1,11,8,3,1
57,No,Travel_Rarely,1102,Research & Development,11,2,Medical,1,363,4,Female,62,3,1,Manufacturing Director,1,Married,6264,10533,9,Y,No,23,3,4,80,3,12,1,2,15,12,2,12
40,No,Non-Travel,562,Sales,20,1,Medical,1,364,3,Male,74,2,4,Research Scientist,1,Divorced,6691,17977,4,Y,Yes,20,1,4,80,1,0,0,3,18,14,0,14
51,Yes,Travel_Rarely,372,Research & Development,22,1,Life Sciences,1,365,2,Female,98,1,2,Manager,1,Divorced,1169,24458,5,Y,No,21,3,2,80,1,14,5,2,16,4,5,8
46,Yes,Travel_Rarely,475,Human Resources,10,2,Life Sciences,1,366,3,Female,46,1,5,Manufacturing Director,4,Divorced,17472,9272,7,Y,Yes,24,1,1,80,3,6,5,3,7,5,4,10
52,No,Travel_Rarely,1362,Research & Development,12,2,Technical Degree,1,367,3,Male,71,2,1,Sales Representative,4,Married,3287,20920,9,Y,Yes,19,3,3,80,3,33,2,4,21,5,1,10
31,No,Travel_Frequently,1080,Sales,9,1,Life Sciences,1,368,4,Male,81,1,3,Sales Executive,3,Married,19151,22350,3,Y,No,16,4,3,80,3,36,4,4,6,9,2,2
36,No,Travel_Frequently,165,Human Resources,18,4,Technical Degree,1,369,2,Male,56,4,1,Manufacturing Director,2,Married,15902,10147,9,Y,No,12,1,4,80,1,11,2,2,28,7,5,12
51,No,Non-Travel,1226,Sales,2,2,Life Sciences,1,370,3,Female,42,4,3,Healthcare Representative,2,Divorced,9323,20007,3,Y,Yes,22,2,4,80,1,32,5,4,5,9,10,13
36,Yes,Non-Travel,815,Human Resources,19,2,Marketing,1,371,1,Male,93,4,1,Human Resources,2,Married,19230,6096,6,Y,Yes,21,1,1,80,1,36,2,1,25,5,4,6
32,No,Travel_Frequently,855,Sales,20,2,Marketing,1,372,4,Female,38,3,4,Manufacturing Director,4,Single,2133,4045,9,Y,Yes,18,4,2,80,0,17,0,3,25,16,14,3
55,Yes,Travel_Rarely,367,Sales,9,4,Medical,1,373,4,Male,76,1,2,Research Scientist,1,Married,14283,16719,3,Y,Yes,22,3,1,80,1,2,2,4,18,0,8,1
25,No,Non-Travel,1058,Human Resources,14,2,Marketing,1,374,1,Male,58,3,3,Manager,1,Married,7085,8814,3,Y,Yes,23,3,2,80,3,22,1,1,27,7,10,7
37,Yes,Travel_Frequently,1474,Human Resources,10,2,Technical Degree,1,375,2,Male,88,2,2,Manager,2,Married,14561,13606,4,Y,Yes,23,3,3,80,0,26,0,4,6,8,2,11
23,Yes,Travel_Rarely,679,Research & Development,28,1,Life Sciences,1,376,4,Female,90,2,4,Sales Executive,4,Single,19168,7646,2,Y,No,20,3,3,80,1,26,5,4,4,9,0,10
25,Yes,Travel_Rarely,637,Sales,16,1,Technical Degree,1,377,4,Female,50,1,3,Sales Representative,3,Married,17229,9044,2,Y,No,10,1,1,80,3,2,0,2,5,3,12,1
26,Yes,Non-Travel,685,Research & Development,21,2,Medical,1,378,2,Male,40,1,1,Manager,4,Married,17617,4987,4,Y,No,24,1,3,80,3,16,5,2,23,18,4,12
27,Yes,Non-Travel,299,Research & Development,15,2,Marketing,1,379,3,Female,82,4,3,Manufacturing Director,4,Married,16065,5461,2,Y,Yes,22,4,3,80,1,36,4,3,21,8,4,9
35,Yes,Travel_Rarely,698,Sales,23,4,Life Sciences,1,380,1,Female,89,3,1,Manufacturing Director,3,Divorced,16058,9820,6,Y,Yes,12,1,1,80,2,1,3,3,10,8,11,8
39,No,Travel_Rarely,1268,Sales,13,2,Marketing,1,381,2,Female,74,1,1,Healthcare Representative,2,Divorced,13308,11659,5,Y,No,20,1,2,80,2,28,2,2,7,15,11,9
23,No,Non-Travel,338,Sales,15,1,Marketing,1,382,4,Male,94,1,2,Manufacturing Director,1,Married,10384,2914,1,Y,No,19,4,1,80,0,21,5,1,28,15,3,12
52,No,Travel_Rarely,798,Research & Development,22,1,Technical Degree,1,383,3,Male,98,3,4,Manager,1,Married,10797,14470,8,Y,Yes,12,3,2,80,0,33,4,1,4,13,13,14
53,Yes,Travel_Rarely,1436,Sales,26,4,Marketing,1,384,4,Male,53,2,5,Healthcare Representative,4,Single,9755,6064,2,Y,No,14,4,1,80,1,2,0,3,25,16,8,5
53,Yes,Travel_Rarely,479,Sales,18,4,Medical,1,385,1,Male,85,3,4,Manager,4,Single,8055,24595,1,Y,No,11,2,1,80,0,39,2,1,12,11,11,3
57,No,Travel_Frequently,1411,Research & Development,16,3,Life Sciences,1,386,2,Female,53,4,3,Sales Executive,4,Divorced,12660,17238,4,Y,No,23,1,1,80,2,26,0,3,24,13,12,5
25,Yes,Travel_Rarely,1248,Sales,1,3,Medical,1,387,4,Male,32,4,2,Manufacturing Director,4,Divorced,10207,5530,0,Y,No,11,2,2,80,0,10,4,2,18,2,5,3
27,No,Travel_Rarely,320,Sales,20,1,Other,1,388,1,Male,56,2,4,Healthcare Representative,2,Married,5222,4545,1,Y,Yes,19,3,1,80,1,26,4,4,6,9,5,13
50,Yes,Travel_Frequently,1351,Research & Development,5,3,Medical,1,389,4,Female,38,1,1,Laboratory Technician,4,Married,13647,23174,1,Y,Yes,13,4,4,80,1,0,0,4,2,14,10,9
32,No,Non-Travel,252,Sales,14,3,Life Sciences,1,390,4,Male,99,3,5,Sales Representative,3,Married,5178,3604,3,Y,No,18,3,3,80,3,35,5,1,6,4,1,12
22,Yes,Non-Travel,1352,Human Resources,10,3,Marketing,1,391,3,Female,66,3,4,Human Resources,3,Single,5172,18487,9,Y,Yes,13,1,3,80,2,3,0,3,17,15,4,6
58,No,Travel_Rarely,1372,Human Resources,19,2,Marketing,1,392,2,Male,80,2,3,Manager,3,Married,10661,2032,9,Y,No,15,1,4,80,0,13,1,3,28,8,14,1
55,No,Travel_Rarely,1166,Human Resources,25,3,Technical Degree,1,393,1,Male,84,1,4,Laboratory Technician,2,Single,1650,3943,4,Y,Yes,18,2,3,80,2,2,1,2,17,11,4,7
30,No,Non-Travel,751,Human Resources,25,4,Other,1,394,1,Female,33,4,4,Sales Executive,1,Single,14631,11020,3,Y,Yes,21,1,2,80,1,34,1,3,10,5,9,3
47,Yes,Non-Travel,602,Human Resources,26,1,Marketing,1,395,3,Male,64,4,4,Sales Executive,4,Divorced,18273,5626,5,Y,Yes,17,4,1,80,2,18,1,2,4,19,2,2
40,No,Travel_Rarely,316,Research & Development,15,1,Medical,1,396,1,Female,75,2,4,Human Resources,4,Divorced,5468,7023,5,Y,No,12,1,4,80,1,22,1,4,5,12,8,7
27,Yes,Travel_Rarely,188,Research & Development,4,4,Life Sciences,1,397,2,Male,80,4,2,Research Scientist,3,Divorced,9632,23029,7,Y,Yes,17,2,1,80,3,20,3,4,25,9,0,10
54,No,Travel_Frequently,1003,Research & Development,19,4,Other,1,398,2,Male,59,2,1,Laboratory Technician,4,Divorced,18197,16367,5,Y,Yes,13,4,4,80,0,26,3,4,20,15,4,5
42,No,Travel_Frequently,802,Human Resources,19,2,Life Sciences,1,399,1,Male,58,2,3,Manufacturing Director,1,Single,8432,19709,1,Y,Yes,10,1,3,80,1,39,1,4,26,5,8,13
48,No,Travel_Frequently,286,Human Resources,16,2,Marketing,1,400,3,Male,84,4,4,Human Resources,1,Divorced,11448,17144,3,Y,No,15,3,2,80,3,11,4,4,8,13,13,11
26,No,Travel_Rarely,349,Human Resources,12,1,Marketing,1,401,1,Male,48,4,3,Sales Representative,2,Married,17990,19826,5,Y,No,24,2,4,80,2,20,3,2,22,2,1,6
53,Yes,Travel_Frequently,460,Research & Development,5,1,Life Sciences,1,402,1,Female,59,2,5,Manufacturing Director,1,Divorced,6814,6969,8,Y,No,11,4,3,80,3,8,3,4,7,13,5,11
33,No,Travel_Rarely,1148,Research & Development,14,3,Marketing,1,403,1,Female,89,3,1,Laboratory Technician,3,Single,8941,9789,3,Y,No,15,1,2,80,3,24,1,3,17,16,11,0
19,No,Travel_Rarely,616,Sales,17,2,Technical Degree,1,404,4,Female,37,1,4,Manager,1,Single,19580,13556,1,Y,No,13,3,1,80,3,34,1,2,20,9,5,6
54,Yes,Travel_Frequently,431,Human Resources,4,3,Medical,1,405,4,Female,85,1,3,Manager,2,Married,9569,5445,1,Y,No,16,1,4,80,2,21,0,1,29,16,8,14
40,Yes,Travel_Rarely,113,Sales,3,1,Medical,1,406,4,Female,93,4,1,Sales Representative,1,Divorced,2813,15036,2,Y,No,23,4,1,80,2,26,2,3,9,5,6,8
50,Yes,Non-Travel,413,Sales,26,2,Other,1,407,2,Female,67,4,4,Research Scientist,4,Married,4669,18508,8,Y,No,23,1,3,80,2,1,5,2,3,12,9,0
29,No,Non-Travel,197,Sales,22,3,Technical Degree,1,408,4,Male,85,2,5,Sales Executive,1,Single,10595,17613,0,Y,Yes,10,2,1,80,3,14,1,3,23,11,7,5
42,Yes,Travel_Rarely,1497,Research & Development,4,1,Other,1,409,1,Female,84,1,3,Sales Executive,4,Married,6772,17835,2,Y,No,22,1,1,80,3,14,1,3,6,6,7,5
56,Yes,Travel_Rarely,1317,Human Resources,1,1,Life Sciences,1,410,4,Female,86,4,4,Manager,1,Single,19675,21303,8,Y,No,13,1,3,80,1,6,3,1,3,16,12,11
35,No,Non-Travel,661,Sales,14,3,Technical Degree,1,411,4,Male,36,2,1,Healthcare Representative,2,Married,3583,11736,3,Y,No,10,3,4,80,0,12,3,4,12,9,5,10
30,Yes,Travel_Rarely,906,Sales,5,4,Medical,1,412,3,Female,43,4,3,Sales Representative,3,Divorced,6775,19412,4,Y,No,22,3,1,80,2,11,0,1,22,13,2,3
21,No,Travel_Rarely,1394,Human Resources,6,4,Medical,1,413,2,Female,82,3,4,Sales Representative,1,Married,8541,4333,1,Y,Yes,24,4,4,80,3,16,1,3,24,10,10,10
22,No,Travel_Frequently,170,Sales,16,4,Technical Degree,1,414,2,Female,64,3,3,Healthcare Representative,3,Married,5101,24062,4,Y,Yes,16,4,3,80,0,31,4,1,15,5,3,1
52,Yes,Non-Travel,1046,Research & Development,6,3,Life Sciences,1,415,4,Female,65,3,3,Human Resources,3,Single,13769,20409,9,Y,Yes,21,4,2,80,3,15,2,3,23,10,9,3
46,No,Non-Travel,977,Human Resources,6,2,Other,1,416,4,Male,70,1,3,Laboratory Technician,4,Divorced,3174,2327,5,Y,Yes,21,3,3,80,2,29,1,4,10,2,3,2
26,Yes,Travel_Rarely,686,Human Resources,13,4,Medical,1,417,3,Male,51,3,4,Laboratory Technician,4,Single,11060,9940,1,Y,Yes,19,1,4,80,1,10,4,3,15,11,14,8
36,No,Travel_Rarely,306,Sales,15,3,Technical Degree,1,418,2,Female,73,2,2,Manager,3,Married,2378,11678,2,Y,Yes,20,2,2,80,0,30,1,3,22,14,3,13
47,No,Travel_Frequently,288,Human Resources,20,2,Life Sciences,1,419,2,Female,36,4,2,Healthcare Representative,3,Married,17201,11099,2,Y,No,14,4,4,80,3,35,5,1,21,14,14,13
56,Yes,Travel_Frequently,791,Research & Development,9,4,Life Sciences,1,420,1,Male,98,1,4,Human Resources,2,Married,7243,11498,5,Y,No,16,3,2,80,3,21,0,3,17,3,5,14
37,No,Non-Travel,345,Sales,15,2,Medical,1,421,1,Male,82,4,5,Human Resources,4,Married,6147,22057,2,Y,Yes,16,3,4,80,3,1,4,3,19,3,1,6
36,No,Non-Travel,971,Research & Development,11,2,Marketing,1,422,2,Male,86,1,5,Laboratory Technician,1,Single,16876,13565,8,Y,No,15,1,4,80,0,8,3,1,22,5,6,14
36,Yes,Travel_Rarely,964,Sales,5,2,Medical,1,423,2,Male,68,4,4,Sales Executive,4,Divorced,7717,18141,4,Y,No,13,2,1,80,0,37,3,1,19,3,0,1
47,No,Non-Travel,748,Research & Development,26,4,Marketing,1,424,3,Male,70,1,2,Laboratory Technician,3,Married,18510,5229,3,Y,Yes,12,2,4,80,0,26,2,2,5,1,7,11
27,Yes,Travel_Rarely,787,Research & Development,14,3,Technical Degree,1,425,2,Male,66,4,1,Sales Representative,1,Divorced,9474,10473,2,Y,No,10,4,4,80,0,16,3,3,17,10,10,0
40,Yes,Non-Travel,1176,Research & Development,22,4,Marketing,1,426,1,Male,43,3,5,Laboratory Technician,4,Divorced,12660,12413,2,Y,Yes,10,1,2,80,0,29,1,4,8,0,8,2
28,Yes,Travel_Rarely,331,Sales,15,4,Life Sciences,1,427,2,Female,42,4,5,Laboratory Technician,1,Single,8389,5083,5,Y,Yes,15,3,1,80,2,26,2,2,1,14,11,6
18,Yes,Non-Travel,346,Human Resources,23,4,Life Sciences,1,428,3,Female,46,1,5,Manufacturing Director,2,Single,8800,17532,5,Y,Yes,17,4,1,80,3,37,2,4,13,16,3,11
50,Yes,Travel_Rarely,406,Sales,3,1,Medical,1,429,3,Female,49,1,3,Sales Executive,2,Divorced,7904,12061,4,Y,No,24,3,2,80,2,13,3,3,3,6,14,0
31,No,Travel_Frequently,248,Sales,23,4,Medical,1,430,4,Male,90,2,2,Manager,2,Single,15110,7892,5,Y,No,13,3,3,80,2,37,0,2,12,6,10,11
33,Yes,Travel_Rarely,172,Sales,17,2,Other,1,431,1,Male,77,1,3,Research Scientist,4,Single,15411,21164,1,Y,No,20,1,4,80,1,24,5,2,19,7,14,4
30,Yes,Travel_Rarely,470,Sales,5,3,Technical Degree,1,432,4,Male,80,1,2,Sales Representative,1,Single,18665,16913,8,Y,No,22,1,3,80,0,4,4,1,26,17,5,14
40,Yes,Non-Travel,298,Research & Development,1,3,Medical,1,433,4,Female,83,4,5,Healthcare Representative,4,Single,13467,19997,5,Y,Yes,18,3,4,80,0,3,2,3,7,5,4,6
19,Yes,Travel_Frequently,442,Human Resources,4,1,Technical Degree,1,434,2,Female,50,3,1,Human Resources,2,Married,16234,24583,4,Y,No,16,2,4,80,3,23,5,2,11,14,0,2
28,Yes,Travel_Frequently,625,Research & Development,22,2,Technical Degree,1,435,2,Male,56,1,5,Sales Representative,4,Married,13428,13988,3,Y,No,17,3,2,80,0,8,1,4,26,10,12,7
31,No,Non-Travel,453,Research & Development,3,3,Medical,1,436,2,Female,91,3,2,Laboratory Technician,1,Single,16046,9952,2,Y,Yes,22,3,2,80,0,21,1,4,3,9,8,1
19,No,Travel_Rarely,462,Research & Development,10,4,Other,1,437,1,Male,56,3,2,Laboratory Technician,4,Married,10074,19741,9,Y,Yes,20,3,2,80,3,19,4,4,5,5,10,13
41,Yes,Travel_Rarely,540,Sales,7,3,Life Sciences,1,438,3,Female,94,4,3,Manager,4,Single,13138,22150,4,Y,No,24,3,3,80,3,27,1,2,27,8,12,11
33,No,Travel_Rarely,168,Research & Development,10,2,Life Sciences,1,439,2,Male,83,2,4,Human Resources,3,Married,13026,13616,0,Y,No,16,1,4,80,3,12,1,2,18,16,12,0
45,No,Travel_Rarely,717,Sales,1,4,Marketing,1,440,1,Male,60,3,1,Manager,2,Divorced,19013,20597,5,Y,No,22,2,4,80,0,25,5,1,23,5,2,9
47,Yes,Travel_Rarely,386,Sales,22,1,Other,1,441,3,Female,69,2,1,Laboratory Technician,3,Married,8547,20611,8,Y,Yes,17,2,4,80,2,31,3,3,28,10,8,7
22,Yes,Travel_Frequently,470,Human Resources,24,1,Technical Degree,1,442,2,Male,82,1,2,Manager,2,Single,6143,16567,2,Y,No,23,3,4,80,3,19,4,4,10,18,7,4
52,No,Travel_Rarely,403,Sales,13,1,Marketing,1,443,3,Female,33,2,5,Manager,3,Divorced,19887,13438,4,Y,No,12,2,1,80,0,26,5,3,9,5,12,9
59,No,Travel_Rarely,424,Human Resources,15,4,Life Sciences,1,444,2,Male,72,3,3,Manager,4,Divorced,8555,9251,1,Y,Yes,10,1,1,80,1,25,0,1,21,10,13,14
37,No,Travel_Rarely,992,Human Resources,5,4,Other,1,445,2,Female,80,3,2,Laboratory Technician,2,Single,14115,7769,4,Y,No,21,2,2,80,1,16,0,3,24,11,10,14
36,Yes,Travel_Rarely,1176,Research & Development,5,4,Medical,1,446,4,Female,78,4,5,Human Resources,2,Single,1264,8192,1,Y,No,24,1,4,80,0,15,5,1,10,15,8,4
49,No,Non-Travel,1143,Sales,20,1,Other,1,447,2,Female,83,3,3,Sales Executive,2,Single,12653,19802,3,Y,No,14,1,3,80,1,21,5,1,23,2,4,14
20,No,Travel_Rarely,1328,Research & Development,5,1,Life Sciences,1,448,2,Female,54,1,3,Sales Representative,2,Divorced,7011,8934,2,Y,No,15,2,4,80,1,26,4,3,14,0,7,5
42,Yes,Non-Travel,757,Research & Development,28,4,Life Sciences,1,449,3,Male,81,2,2,Sales Representative,1,Married,2037,14580,8,Y,Yes,12,4,4,80,3,32,1,2,14,2,8,9
56,No,Travel_Rarely,807,Human Resources,29,1,Marketing,1,450,1,Male,78,3,5,Research Scientist,4,Single,7322,18858,8,Y,Yes,20,1,4,80,0,33,2,2,23,0,14,13
42,Yes,Travel_Frequently,1439,Human Resources,11,3,Medical,1,451,2,Female,37,3,5,Laboratory Technician,4,Married,14246,19978,3,Y,Yes,22,2,2,80,3,26,1,4,7,12,13,3
46,No,Non-Travel,684,Human Resources,27,3,Other,1,452,1,Female,91,1,4,Sales Representative,4,Divorced,16953,19331,1,Y,Yes,22,2,4,80,1,20,4,4,8,2,10,10
24,Yes,Travel_Rarely,1444,Human Resources,27,2,Life Sciences,1,453,2,Male,82,3,4,Research Scientist,1,Single,12174,15286,3,Y,Yes,19,1,2,80,1,4,4,4,14,16,4,3
38,Yes,Travel_Frequently,713,Human Resources,12,1,Other,1,454,1,Female,92,1,1,Sales Representative,3,Divorced,19362,21639,0,Y,No,21,2,3,80,0,6,0,4,19,11,4,6
50,No,Travel_Frequently,781,Research & Development,1,3,Marketing,1,455,2,Female,92,1,1,Research Scientist,3,Married,10461,12971,4,Y,No,15,4,1,80,3,17,5,1,12,9,3,5
37,No,Travel_Frequently,1322,Research & Development,11,3,Other,1,456,3,Male,53,1,5,Sales Representative,2,Married,18866,21368,5,Y,No,10,3,3,80,1,21,4,2,10,14,12,4
36,No,Travel_Rarely,1307,Sales,17,1,Medical,1,457,1,Female,62,2,4,Human Resources,4,Divorced,13677,11042,3,Y,No,24,4,2,80,0,9,1,4,4,13,7,9
20,No,Travel_Frequently,857,Research & Development,13,2,Marketing,1,458,3,Female,58,2,2,Manufacturing Director,4,Single,8462,19953,9,Y,Yes,13,2,2,80,1,9,2,1,26,15,7,4
31,Yes,Travel_Frequently,860,Sales,29,3,Technical Degree,1,459,3,Male,74,1,2,Research Scientist,2,Single,8165,9001,4,Y,Yes,15,4,1,80,0,5,2,4,27,5,14,13
40,No,Travel_Rarely,750,Human Resources,5,3,Technical Degree,1,460,3,Male,91,3,3,Manufacturing Director,1,Divorced,13564,7329,1,Y,Yes,19,4,1,80,0,8,3,1,16,10,11,4
46,Yes,Travel_Rarely,1429,Research & Development,12,1,Other,1,461,4,Female,30,1,1,Healthcare Representative,1,Married,6437,9166,7,Y,No,19,1,1,80,0,25,3,3,22,5,0,4
41,No,Travel_Rarely,1013,Human Resources,1,4,Technical Degree,1,462,2,Female,89,2,4,Human Resources,1,Single,3956,19713,2,Y,Yes,12,3,1,80,3,3,2,1,10,5,6,1
32,No,Non-Travel,942,Human Resources,11,2,Other,1,463,4,Male,55,2,1,Laboratory Technician,1,Married,14192,19879,0,Y,Yes,18,2,1,80,3,38,2,2,5,10,13,9
37,No,Non-Travel,1319,Sales,7,3,Life Sciences,1,464,3,Male,80,1,1,Research Scientist,4,Divorced,2496,9526,9,Y,No,15,4,4,80,1,18,5,4,16,9,10,8
46,Yes,Travel_Rarely,1412,Research & Development,2,4,Marketing,1,465,3,Female,60,3,3,Manager,1,Divorced,9716,20860,1,Y,Yes,18,3,1,80,1,8,1,2,13,5,2,0
18,No,Travel_Frequently,1003,Human Resources,2,4,Life Sciences,1,466,4,Male,93,4,1,Manufacturing Director,1,Married,3095,18660,4,Y,No,16,3,2,80,3,25,2,1,14,17,13,10
31,Yes,Non-Travel,490,Human Resources,6,4,Technical Degree,1,467,4,Female,41,4,2,Healthcare Representative,1,Married,9157,3273,2,Y,Yes,22,3,1,80,1,9,1,1,3,4,0,11
29,Yes,Travel_Frequently,315,Research & Development,22,3,Other,1,468,2,Male,70,4,3,Sales Executive,4,Divorced,6774,7280,2,Y,No,19,3,2,80,1,3,4,2,2,17,8,0
52,No,Non-Travel,406,Sales,21,3,Life Sciences,1,469,4,Female,49,2,2,Manufacturing Director,1,Single,11921,12621,0,Y,No,17,1,2,80,0,13,3,3,23,4,0,7
50,No,Non-Travel,841,Sales,20,4,Life Sciences,1,470,1,Female,30,4,5,Research Scientist,1,Divorced,8480,9080,7,Y,No,10,2,2,80,2,7,4,2,21,2,13,4
49,Yes,Travel_Rarely,1287,Human Resources,9,3,Medical,1,471,2,Male,60,3,2,Healthcare Representative,4,Divorced,7273,11059,0,Y,Yes,12,2,1,80,0,27,4,4,19,12,1,14
29,Yes,Travel_Rarely,1494,Sales,16,1,Marketing,1,472,3,Male,53,2,2,Manufacturing Director,3,Single,9223,11249,9,Y,No,23,1,1,80,0,15,1,2,21,3,3,9
44,No,Travel_Frequently,1236,Human Resources,19,2,Other,1,473,1,Male,80,4,2,Laboratory Technician,1,Divorced,9257,11677,7,Y,Yes,24,1,1,80,1,14,5,4,13,9,13,7
56,Yes,Non-Travel,661,Human Resources,1,2,Marketing,1,474,2,Female,56,4,1,Research Scientist,3,Single,2442,21665,6,Y,No,19,4,3,80,0,13,5,2,12,18,8,12
23,No,Travel_Frequently,1205,Human Resources,17,2,Other,1,475,4,Female,37,2,1,Research Scientist,4,Married,16754,20349,2,Y,Yes,13,2,4,80,3,12,2,2,5,16,3,11
27,No,Travel_Frequently,553,Research & Development,2,2,Marketing,1,476,4,Male,83,2,5,Healthcare Representative,1,Married,17486,18048,8,Y,No,15,3,4,80,2,13,1,3,5,13,12,6
31,Yes,Travel_Rarely,133,Research & Development,4,2,Other,1,477,4,Female,96,4,1,Human Resources,1,Divorced,2001,19607,9,Y,Yes,11,2,3,80,1,38,1,4,3,3,14,4
42,No,Non-Travel,1015,Human Resources,14,4,Marketing,1,478,4,Male,80,2,4,Research Scientist,4,Divorced,1553,16985,1,Y,Yes,24,1,1,80,3,33,5,4,1,12,3,11
23,Yes,Travel_Rarely,674,Research & Development,19,2,Other,1,479,1,Female,85,1,2,Manager,2,Divorced,9061,18201,7,Y,Yes,24,1,1,80,0,3,3,4,22,7,13,8
20,No,Travel_Frequently,1374,Human Resources,22,3,Technical Degree,1,480,2,Male,61,1,1,Research Scientist,2,Divorced,4153,20716,1,Y,No,14,1,3,80,1,33,2,3,7,11,7,9
51,No,Travel_Frequently,577,Research & Development,1,3,Medical,1,481,1,Female,73,2,1,Manager,2,Divorced,10714,18565,8,Y,No,12,4,3,80,2,18,0,2,16,9,13,8
49,No,Travel_Rarely,651,Sales,10,3,Other,1,482,2,Female,63,2,4,Manager,2,Married,19289,21185,7,Y,No,20,4,2,80,2,9,4,1,27,13,11,12
35,No,Travel_Frequently,486,Human Resources,19,3,Life Sciences,1,483,4,Female,59,4,2,Sales Representative,2,Married,3202,20860,0,Y,No,13,3,2,80,2,30,5,4,17,13,0,2
48,No,Travel_Frequently,115,Research & Development,6,3,Medical,1,484,2,Male,47,2,1,Manager,4,Married,10844,8271,8,Y,No,13,1,4,80,0,23,2,4,28,10,12,2
