Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,Yes,Non-Travel,507,Research & Development,24,4,Life Sciences,1,313,4,Male,82,1,4,Human Resources,2,Married,10096,15376,6,Y,No,15,3,2,80,2,26,2,3,18,12,6,0
41,No,Non-Travel,705,Sales,5,3,Medical,1,314,3,Female,68,3,2,Research Scientist,2,Single,4595,5639,2,Y,No,17,2,2,80,2,32,0,1,10,14,8,9
37,No,Non-Travel,1212,Human Resources,27,3,Marketing,1,315,3,Female,44,3,3,Manufacturing Director,4,Married,13111,6741,6,Y,No,11,3,2,80,3,5,3,2,19,4,3,13
28,No,Non-Travel,123,Human Resources,15,4,Marketing,1,316,2,Female,71,4,5,Manufacturing Director,2,Married,8173,13367,7,Y,No,20,2,4,80,3,22,3,3,17,6,0,1
38,No,Non-Travel,765,Research & Development,14,2,Technical Degree,1,317,4,Male,43,2,5,Human Resources,4,Divorced,15042,21332,8,Y,No,23,3,1,80,3,27,3,3,24,6,9,2
28,Yes,Travel_Rarely,738,Research & Development,1,3,Medical,1,318,3,Female,86,3,1,Healthcare Representative,2,Married,3721,23580,9,Y,Yes,22,4,1,80,3,31,2,4,21,6,14,10
37,No,Non-Travel,982,Research & Development,2,4,Technical Degree,1,319,4,Male,57,3,3,Manufacturing Director,4,Married,6052,13152,3,Y,No,24,4,3,80,0,18,2,3,24,2,0,8
33,No,Non-Travel,1378,Sales,17,4,Technical Degree,1,320,3,Male,99,4,3,Human Resources,3,Divorced,7991,19481,5,Y,Yes,12,2,4,80,0,27,0,4,8,10,4,6
56,No,Travel_Rarely,1266,Sales,28,2,Technical Degree,1,321,3,Male,42,2,3,Manager,4,Married,13691,19581,2,Y,No,12,1,2,80,1,21,5,2,27,19,2,5
57,No,Travel_Frequently,763,Human Resources,24,3,Marketing,1,322,3,Male,88,2,2,Manufacturing Director,2,Married,17993,8140,4,Y,No,10,1,4,80,1,11,3,4,8,19,14,14
30,No,Non-Travel,1321,Research & Development,15,4,Life Sciences,1,323,2,Female,64,4,2,Manufacturing Director,4,Single,1595,8777,2,Y,Yes,10,1,2,80,0,28,4,1,28,16,11,6
18,No,Non-Travel,120,Human Resources,7,3,Other,1,324,2,Female,71,3,3,Healthcare Representative,4,Divorced,7429,3905,7,Y,Yes,24,4,2,80,0,4,4,2,18,12,8,7
43,No,Travel_Frequently,291,Sales,3,2,Life Sciences,1,325,1,Male,44,1,4,Healthcare Representative,2,Divorced,1519,4153,1,Y,Yes,20,2,4,80,3,21,2,2,9,3,14,13
24,No,Non-Travel,1123,Sales,12,4,Technical Degree,1,326,4,Female,57,3,4,Manager,3,Divorced,1509,2398,2,Y,Yes,21,4,3,80,0,31,0,3,4,17,5,14
33,Yes,Non-Travel,1064,Human Resources,29,4,Marketing,1,327,1,Female,88,4,5,Sales Representative,4,Divorced,10297,6269,4,Y,Yes,16,1,2,80,3,32,0,1,11,12,1,3
59,No,Non-Travel,859,Research & Development,8,3,Technical Degree,1,328,1,Male,73,1,2,Healthcare Representative,1,Single,5903,12500,9,Y,Yes,14,3,1,80,0,30,4,3,4,10,11,1
49,No,Non-Travel,979,Human Resources,9,3,Other,1,329,3,Female,39,3,5,Human Resources,1,Married,9627,23158,4,Y,No,15,4,2,80,1,9,5,2,19,15,14,0
48,No,Travel_Frequently,766,Human Resources,24,1,Other,1,330,3,Female,81,2,1,Human Resources,3,Divorced,7951,13594,5,Y,Yes,19,1,2,80,1,9,5,1,23,0,10,11
26,No,Travel_Rarely,796,Human Resources,14,1,Marketing,1,331,3,Male,41,2,4,Manager,2,Married,17915,12197,6,Y,No,12,2,1,80,2,20,0,2,3,1,5,2
49,No,Travel_Frequently,116,Research & Development,29,3,Technical Degree,1,332,4,Male,87,2,4,Sales Executive,2,Married,3018,5260,5,Y,No,24,1,1,80,2,16,3,4,28,5,13,6
52,No,Non-Travel,1081,Human Resources,13,4,Medical,1,333,4,Male,74,3,3,Sales Executive,3,Married,4364,15872,1,Y,No,24,1,1,80,1,0,5,4,15,8,9,6
22,Yes,Travel_Rarely,1355,Sales,3,1,Marketing,1,334,1,Female,85,4,5,Healthcare Representative,3,Divorced,9226,7317,8,Y,No,21,4,4,80,1,18,3,1,26,2,10,13
44,Yes,Travel_Frequently,1219,Sales,8,4,Technical Degree,1,335,3,Male,51,4,1,Laboratory Technician,3,Single,1007,14958,4,Y,Yes,13,4,1,80,1,9,5,3,12,0,13,3
56,No,Travel_Frequently,674,Sales,13,2,Life Sciences,1,336,4,Male,89,3,3,Research Scientist,3,Married,14621,15809,1,Y,Yes,20,2,3,80,3,19,4,2,19,7,8,3
49,No,Travel_Frequently,539,Research & Development,15,3,Medical,1,337,2,Male,38,1,2,Sales Executive,3,Divorced,16239,13235,2,Y,No,14,2,4,80,3,23,4,4,12,12,11,13
23,No,Travel_Frequently,898,Research & Development,18,1,Medical,1,338,3,Male,60,2,4,Research Scientist,4,Single,5334,15894,6,Y,Yes,17,3,1,80,1,12,2,2,24,4,10,6
45,No,Travel_Rarely,593,Research & Development,16,2,Technical Degree,1,339,1,Male,32,2,3,Healthcare Representative,2,Married,4577,6444,7,Y,Yes,18,1,4,80,3,33,0,3,7,10,10,6
27,No,Travel_Rarely,978,Human Resources,24,2,Life Sciences,1,340,3,Female,90,2,2,Manufacturing Director,2,Divorced,10088,8825,5,Y,Yes,21,3,3,80,3,2,1,3,21,0,6,1
39,Yes,Travel_Frequently,639,Research & Development,9,2,Life Sciences,1,341,3,Female,88,1,3,Manufacturing Director,3,Married,6901,17503,8,Y,No,15,4,4,80,3,4,4,3,5,18,1,8
59,No,Non-Travel,354,Human Resources,3,3,Technical Degree,1,342,2,Male,45,4,3,Sales Executive,3,Married,4148,10790,2,Y,No,20,3,2,80,3,32,3,2,20,6,2,7
47,No,Travel_Frequently,398,Research & Development,23,3,Marketing,1,343,4,Male,73,2,1,Research Scientist,3,Married,5298,6838,0,Y,Yes,22,2,1,80,3,16,0,4,7,6,0,7
48,No,Travel_Frequently,970,Sales,26,1,Medical,1,344,2,Male,76,4,4,Healthcare Representative,1,Married,6290,16892,8,Y,Yes,23,1,1,80,0,8,2,2,27,16,4,11
23,Yes,Travel_Frequently,1261,Human Resources,10,4,Other,1,345,2,Male,58,2,2,Healthcare Representative,4,Single,15708,24176,7,Y,Yes,24,4,2,80,3,7,5,4,28,4,4,2
58,No,Travel_Rarely,232,Research & Development,17,3,Technical Degree,1,346,4,Female,87,4,1,Human Resources,2,Divorced,4729,5208,2,Y,No,18,1,2,80,1,22,5,2,29,16,2,5
53,No,Non-Travel,430,Sales,28,4,Other,1,347,3,Male,30,1,4,Human Resources,2,Married,7521,19881,4,Y,No,12,1,4,80,2,2,0,2,26,10,0,7
51,No,Non-Travel,919,Human Resources,3,3,Marketing,1,348,3,Male,52,2,3,Sales Executive,1,Married,11022,12382,7,Y,No,16,3,3,80,0,20,0,1,23,0,6,14
21,No,Non-Travel,245,Sales,1,4,Marketing,1,349,4,Male,49,3,2,Sales Executive,1,Divorced,2421,14227,6,Y,No,18,3,4,80,1,9,0,4,2,5,11,13
34,No,Travel_Rarely,1065,Sales,18,2,Technical Degree,1,350,4,Female,81,3,2,Manager,1,Married,14396,2357,5,Y,No,18,2,2,80,0,36,3,3,27,12,0,6
48,No,Travel_Rarely,1462,Human Resources,5,2,Other,1,351,1,Male,47,1,2,Laboratory Technician,4,Divorced,16993,16804,2,Y,Yes,22,2,3,80,1,38,0,1,18,16,10,13
52,No,Non-Travel,107,Human Resources,3,3,Medical,1,352,1,Male,46,3,5,Manufacturing Director,1,Single,5949,6856,4,Y,No,10,1,1,80,1,23,2,2,12,15,11,10
41,No,Travel_Frequently,493,Human Resources,23,3,Marketing,1,353,3,Female,75,2,2,Laboratory Technician,1,Married,4407,24124,9,Y,No,20,3,1,80,1,33,4,4,9,19,8,6
32,No,Travel_Frequently,1381,Research & Development,14,1,Other,1,354,3,Male,85,3,1,Manager,4,Divorced,18462,15770,7,Y,No,23,2,3,80,2,36,2,4,4,18,11,13
25,Yes,Non-Travel,867,Sales,4,1,Medical,1,355,3,Female,74,1,3,Sales Representative,4,Divorced,10007,4518,0,Y,No,21,4,2,80,0,39,0,2,26,14,0,10
45,No,Non-Travel,1008,Research & Development,25,3,Technical Degree,1,356,2,Male,38,4,2,Healthcare Representative,2,Single,7123,6123,0,Y,No,14,4,3,80,0,3,1,2,0,17,3,1
22,No,Travel_Frequently,1250,Human Resources,29,2,Medical,1,357,3,Female,45,2,3,Laboratory Technician,4,Single,2700,17389,1,Y,No,12,3,4,80,3,6,2,4,6,7,0,11
33,No,Travel_Frequently,113,Human Resources,28,2,Medical,1,358,3,Male,37,2,5,Laboratory Technician,3,Single,11569,5148,6,Y,Yes,22,2,2,80,2,3,3,4,19,15,3,0
19,No,Non-Travel,626,Human Resources,4,4,Technical Degree,1,359,3,Female,37,4,2,Sales Executive,3,Single,17061,22133,9,Y,Yes,24,4,4,80,3,34,0,2,11,13,7,7
33,Yes,Travel_Frequently,868,Human Resources,7,3,Technical Degree,1,360,1,Male,98,4,4,Human Resources,2,Married,10147,4417,5,Y,No,18,4,1,80,3,36,1,3,12,6,4,7
47,No,Travel_Rarely,1336,Research & Development,11,4,Life Sciences,1,361,1,Male,94,4,4,Research Scientist,3,Single,16501,10042,3,Y,No,11,4,2,80,1,1,4,4,2,19,7,13
51,No,Non-Travel,1103,Sales,25,1,Life Sciences,1,362,1,Female,60,1,5,Healthcare Representative,2,Married,15905,21477,5,Y,No,14,4,4,80,3,13,1,2,23,16,3,7
51,No,Non-Travel,1022,Research & Development,12,4,Medical,1,363,1,Female,48,2,2,Human Resources,2,Divorced,9804,6043,2,Y,Yes,14,1,2,80,1,9,0,2,8,15,7,10
52,No,Travel_Rarely,445,Research & Development,14,1,Medical,1,364,2,Male,91,4,5,Research Scientist,3,Single,7029,15539,5,Y,No,15,1,2,80,0,4,2,2,1,2,9,9
46,No,Travel_Frequently,1062,Human Resources,10,4,Marketing,1,365,4,Female,57,1,3,Healthcare Representative,1,Single,9899,13455,5,Y,Yes,13,1,1,80,2,37,5,1,23,13,8,10
39,No,Travel_Rarely,716,Sales,5,2,Life Sciences,1,366,4,Female,59,4,1,Human Resources,4,Married,8145,22978,6,Y,Yes,19,3,4,80,1,39,0,1,12,11,1,14
22,No,Travel_Frequently,631,Human Resources,22,3,Marketing,1,367,3,Male,94,2,1,Sales Representative,4,Married,10476,3041,3,Y,Yes,21,1,2,80,2,30,5,4,14,15,1,11
44,No,Travel_Frequently,914,Research & Development,14,4,Marketing,1,368,3,Female,98,2,2,Human Resources,2,Single,9689,24839,2,Y,No,18,1,3,80,3,23,1,3,4,1,10,0
47,No,Non-Travel,658,Research & Development,26,1,Medical,1,369,1,Female,50,2,5,Research Scientist,3,Single,13405,12251,8,Y,Yes,17,3,1,80,1,11,2,1,14,13,5,3
19,No,Travel_Frequently,458,Research & Development,19,2,Life Sciences,1,370,2,Female,49,2,2,Manufacturing Director,1,Married,9898,10349,7,Y,Yes,10,2,1,80,2,22,4,3,8,17,7,14
55,No,Travel_Rarely,1499,Human Resources,8,3,Medical,1,371,3,Male,41,3,5,Manufacturing Director,1,Single,11658,6795,8,Y,No,15,2,4,80,0,1,5,1,18,14,10,12
20,No,Non-Travel,770,Research & Development,17,4,Other,1,372,2,Male,88,2,4,Manufacturing Director,4,Single,5910,7297,3,Y,Yes,14,4,2,80,2,1,3,3,9,5,9,11
33,Yes,Non-Travel,509,Human Resources,26,4,Technical Degree,1,373,1,Female,57,1,2,Sales Representative,1,Single,11760,22488,1,Y,No,21,3,4,80,1,5,4,4,2,5,3,8
28,Yes,Non-Travel,1190,Human Resources,5,4,Technical Degree,1,374,2,Female,65,4,4,Sales Representative,2,Single,10909,2109,5,Y,Yes,15,4,3,80,3,8,1,3,10,8,9,2
47,No,Travel_Frequently,820,Human Resources,20,2,Other,1,375,4,Male,45,2,2,Sales Representative,4,Divorced,19733,2012,7,Y,Yes,18,2,2,80,2,37,5,4,5,7,11,6
36,No,Travel_Rarely,989,Research & Development,10,4,Technical Degree,1,376,3,Female,65,3,3,Manager,3,Single,2403,15420,0,Y,No,13,2,3,80,3,5,5,2,29,4,7,0
57,No,Travel_Rarely,606,Sales,18,4,Life Sciences,1,377,4,Female,54,4,2,Manufacturing Director,1,Divorced,3023,23423,2,Y,No,16,1,1,80,3,9,4,3,15,8,5,7
47,No,Travel_Frequently,910,Research & Development,21,4,Technical Degree,1,378,1,Female,74,2,3,Human Resources,3,Single,18546,20981,1,Y,No,21,3,4,80,3,3,0,4,12,0,0,11
52,No,Non-Travel,777,Sales,15,4,Technical Degree,1,379,4,Male,68,4,3,Healthcare Representative,2,Divorced,12803,15868,1,Y,Yes,20,3,2,80,0,21,4,2,25,18,8,12
43,No,Non-Travel,918,Sales,4,3,Technical Degree,1,380,1,Male,93,3,4,Healthcare Representative,2,Single,8477,5929,8,Y,No,17,4,3,80,2,15,4,2,13,11,2,9
35,Yes,Non-Travel,766,Human Resources,17,4,Marketing,1,381,3,Female,67,4,4,Healthcare Representative,2,Single,9511,23020,4,Y,No,21,2,1,80,1,15,5,2,18,8,7,11
51,No,Travel_Frequently,1499,Research & Development,11,2,Marketing,1,382,3,Male,60,4,4,Healthcare Representative,3,Married,13053,15222,4,Y,No,13,3,1,80,2,20,1,2,24,1,11,2
37,No,Travel_Frequently,906,Research & Development,14,2,Medical,1,383,3,Female,33,4,4,Human Resources,1,Single,19209,13673,6,Y,No,15,3,4,80,3,34,2,2,26,3,11,11
39,Yes,Travel_Rarely,486,Research & Development,16,2,Life Sciences,1,384,2,Female,48,2,2,Manufacturing Director,2,Married,3873,5733,8,Y,No,20,3,2,80,0,9,2,4,20,12,4,13
33,No,Travel_Frequently,330,Research & Development,3,2,Other,1,385,1,Female,96,4,2,Sales Representative,3,Divorced,15050,8915,6,Y,Yes,19,1,3,80,1,20,4,4,2,17,12,10
24,No,Travel_Frequently,1201,Human Resources,20,4,Life Sciences,1,386,4,Male,62,4,1,Sales Representative,3,Married,11742,9047,3,Y,No,22,2,3,80,3,15,4,1,24,2,12,0
32,No,Non-Travel,1449,Research & Development,4,4,Other,1,387,3,Male,38,2,3,Sales Executive,3,Married,16665,7271,6,Y,Yes,14,1,2,80,1,23,2,3,4,11,3,11
52,Yes,Travel_Rarely,1348,Sales,20,3,Marketing,1,388,1,Male,74,2,1,Healthcare Representative,1,Divorced,8026,4443,5,Y,Yes,24,3,1,80,0,8,0,1,28,11,14,1
40,No,Travel_Frequently,822,Sales,14,4,Marketing,1,389,1,Female,90,1,2,Human Resources,1,Married,9238,7251,3,Y,Yes,21,4,4,80,3,21,5,4,15,13,9,13
58,No,Travel_Rarely,750,Human Resources,12,2,Technical Degree,1,390,1,Female,91,2,1,Research Scientist,3,Single,1969,8372,9,Y,No,12,1,3,80,2,3,1,4,9,2,6,1
50,No,Travel_Frequently,1030,Sales,27,3,Technical Degree,1,391,1,Male,65,1,5,Manager,2,Divorced,18207,3155,4,Y,No,17,2,4,80,0,32,4,1,4,9,1,1
25,No,Travel_Rarely,915,Human Resources,5,1,Other,1,392,2,Male,45,2,5,Sales Executive,2,Married,8957,16541,3,Y,Yes,12,4,4,80,0,19,4,2,7,0,5,7
57,No,Non-Travel,394,Research & Development,24,3,Life Sciences,1,393,1,Male,95,1,5,Healthcare Representative,4,Divorced,14191,20675,7,Y,No,18,3,4,80,0,17,1,2,22,6,4,11
57,No,Non-Travel,567,Research & Development,6,3,Marketing,1,394,1,Female,43,3,2,Sales Executive,3,Divorced,1340,18301,8,Y,Yes,13,3,4,80,1,1,2,2,20,18,8,6
38,No,Non-Travel,1059,Research & Development,17,4,Marketing,1,395,3,Female,51,2,3,Sales Executive,1,Married,12966,24000,0,Y,No,12,4,4,80,3,36,1,4,3,18,4,9
50,No,Travel_Rarely,518,Sales,15,3,Technical Degree,1,396,4,Male,94,2,4,Human Resources,1,Divorced,1858,22848,4,Y,Yes,11,2,1,80,1,26,4,1,5,15,6,12
49,No,Non-Travel,1233,Research & Development,19,3,Other,1,397,2,Male,60,4,1,Sales Representative,3,Single,19795,23552,9,Y,Yes,23,4,3,80,3,17,5,1,0,14,10,3
28,No,Travel_Rarely,684,Research & Development,21,4,Technical Degree,1,398,1,Male,73,4,3,Manufacturing Director,2,Divorced,15660,5360,2,Y,No,12,3,1,80,2,1,3,4,20,2,14,0
37,No,Travel_Frequently,375,Sales,18,2,Life Sciences,1,399,1,Female,37,1,1,Healthcare Representative,2,Single,16158,19122,8,Y,Yes,17,2,3,80,0,25,0,2,8,12,5,13
42,No,Travel_Rarely,353,Human Resources,10,2,Marketing,1,400,2,Female,85,4,5,Manager,4,Single,14535,2116,3,Y,No,21,2,3,80,2,33,4,3,3,7,2,7
36,No,Non-Travel,857,Human Resources,25,3,Medical,1,401,4,Male,48,1,1,Healthcare Representative,1,Single,6459,13709,7,Y,Yes,24,2,4,80,3,27,3,1,15,5,6,12
35,No,Travel_Frequently,1209,Human Resources,16,3,Technical Degree,1,402,4,Female,39,4,5,Healthcare Representative,3,Married,16313,20097,0,Y,No,24,3,3,80,0,31,2,4,8,14,8,7
24,No,Travel_Frequently,1048,Sales,18,4,Medical,1,403,2,Male,54,3,3,Laboratory Technician,1,Divorced,18869,21217,8,Y,No,12,1,4,80,3,17,4,2,29,12,11,8
31,No,Travel_Frequently,767,Human Resources,25,2,Life Sciences,1,404,3,Female,99,4,2,Human Resources,3,Married,17076,11607,9,Y,Yes,13,2,4,80,0,0,2,1,7,8,14,7
58,No,Non-Travel,1118,Sales,23,3,Life Sciences,1,405,1,Male,45,2,5,Healthcare Representative,2,Divorced,9329,4021,9,Y,No,22,4,4,80,2,22,4,1,12,19,0,0
43,No,Travel_Frequently,227,Research & Development,8,4,Marketing,1,406,1,Male,91,3,2,Manufacturing Director,2,Married,10325,5971,6,Y,No,15,3,4,80,1,8,2,3,23,14,11,7
51,No,Non-Travel,838,Research & Development,29,3,Life Sciences,1,407,2,Female,82,4,5,Sales Executive,1,Divorced,13813,14271,7,Y,Yes,13,3,2,80,0,37,0,2,28,10,12,8
38,No,Travel_Rarely,260,Human Resources,10,4,Technical Degree,1,408,4,Male,72,2,4,Manufacturing Director,4,Single,7390,19178,7,Y,No,14,1,2,80,2,35,2,4,28,9,13,7
20,Yes,Non-Travel,266,Sales,7,1,Other,1,409,2,Female,76,2,2,Sales Representative,3,Married,18681,4798,2,Y,No,13,1,4,80,0,20,1,3,13,10,8,12
58,No,Non-Travel,909,Sales,2,2,Other,1,410,1,Male,40,3,1,Research Scientist,1,Divorced,9038,14865,7,Y,Yes,12,4,2,80,1,32,5,3,17,8,0,2
32,No,Travel_Frequently,815,Human Resources,20,1,Marketing,1,411,4,Male,92,3,3,Healthcare Representative,2,Married,19715,12254,0,Y,Yes,24,1,4,80,0,1,5,2,15,10,13,5
53,No,Non-Travel,209,Sales,10,4,Marketing,1,412,4,Female,64,4,2,Sales Representative,3,Divorced,1284,19005,3,Y,No,12,1,2,80,0,30,4,4,15,3,9,12
37,No,Travel_Frequently,632,Research & Development,25,4,Medical,1,413,2,Female,30,4,3,Research Scientist,3,Single,4652,15922,2,Y,Yes,20,1,4,80,2,26,0,2,24,4,5,10
50,No,Non-Travel,726,Sales,23,2,Life Sciences,1,414,3,Female,63,3,3,Healthcare Representative,1,Single,6885,2401,3,Y,No,17,2,1,80,0,28,2,4,7,14,4,1
25,No,Travel_Rarely,542,Human Resources,4,4,Medical,1,415,1,Male,97,2,4,Research Scientist,2,Single,9015,20994,2,Y,No,17,2,4,80,0,23,5,1,23,16,11,14
32,Yes,Travel_Frequently,907,Research & Development,4,3,Life Sciences,1,416,4,Female,61,2,3,Manufacturing Director,4,Single,6342,13223,6,Y,No,20,3,2,80,0,5,0,4,27,3,7,3
50,No,Travel_Rarely,724,Human Resources,29,1,Technical Degree,1,417,2,Female,31,4,2,Manager,2,Divorced,3819,21547,7,Y,Yes,13,4,3,80,0,9,0,1,25,11,12,2
59,No,Travel_Rarely,822,Research & Development,25,3,Technical Degree,1,418,1,Female,34,1,1,Human Resources,2,Married,6806,20943,1,Y,No,18,2,2,80,2,13,5,2,18,3,0,1
49,No,Travel_Frequently,931,Sales,23,1,Marketing,1,419,4,Male,56,3,3,Manufacturing Director,2,Divorced,9202,2841,2,Y,No,19,4,2,80,2,7,3,2,12,4,2,2
38,No,Travel_Rarely,377,Sales,22,1,Other,1,420,4,Male,74,1,3,Human Resources,4,Married,7615,14088,2,Y,No,11,2,4,80,0,4,0,3,2,10,14,9
50,No,Travel_Rarely,817,Sales,8,2,Technical Degree,1,421,1,Male,99,3,1,Manager,3,Single,11630,16257,1,Y,Yes,22,3,1,80,3,11,2,4,25,8,14,10
48,No,Travel_Rarely,1423,Research & Development,23,3,Marketing,1,422,4,Female,35,4,2,Manufacturing Director,4,Divorced,3067,6574,3,Y,No,19,2,3,80,2,11,0,2,16,7,4,5
46,No,Travel_Frequently,903,Sales,22,2,Other,1,423,3,Male,83,4,3,Research Scientist,3,Married,17705,20913,6,Y,Yes,15,3,1,80,0,3,4,3,17,15,4,9
46,No,Travel_Rarely,1463,Research & Development,13,4,Technical Degree,1,424,4,Male,97,2,2,Sales Executive,3,Married,14482,23144,7,Y,Yes,15,2,2,80,3,31,1,1,17,17,8,5
54,No,Travel_Rarely,994,Research & Development,19,3,Other,1,425,4,Male,63,2,4,Laboratory Technician,1,Divorced,14411,7342,0,Y,Yes,11,4,2,80,1,1,4,3,1,7,9,1
20,No,Travel_Rarely,165,Human Resources,2,4,Marketing,1,426,4,Female,43,3,3,Sales Representative,4,Single,18506,14042,7,Y,Yes,18,2,1,80,2,4,3,4,5,5,2,8
39,No,Travel_Frequently,1146,Research & Development,13,3,Medical,1,427,3,Female,43,1,5,Healthcare Representative,3,Married,15963,18158,8,Y,No,15,1,2,80,1,37,0,1,0,2,11,4
21,No,Travel_Rarely,821,Human Resources,20,3,Life Sciences,1,428,1,Male,71,1,3,Sales Representative,3,Divorced,17348,10192,2,Y,Yes,18,3,3,80,1,35,2,4,8,6,5,11
32,No,Travel_Rarely,972,Research & Development,11,2,Technical Degree,1,429,2,Female,39,3,4,Human Resources,2,Divorced,2484,3678,1,Y,Yes,22,2,2,80,1,20,5,2,24,11,11,12
19,No,Travel_Rarely,208,Research & Development,10,1,Other,1,430,2,Male,93,4,1,Human Resources,3,Married,15844,4524,5,Y,Yes,16,1,3,80,1,15,0,3,7,14,6,13
42,No,Travel_Frequently,846,Human Resources,17,4,Other,1,431,2,Male,48,3,1,Manager,1,Married,4678,15230,2,Y,Yes,23,2,1,80,3,14,5,1,8,11,7,10
55,No,Travel_Frequently,1179,Research & Development,2,1,Technical Degree,1,432,4,Male,41,3,5,Laboratory Technician,1,Married,2997,13801,6,Y,Yes,19,4,4,80,3,32,0,4,24,19,1,14
23,No,Travel_Frequently,1435,Sales,4,1,Other,1,433,2,Male,74,2,3,Research Scientist,1,Single,8816,21292,0,Y,No,18,2,4,80,0,0,4,2,27,8,10,0
58,No,Travel_Rarely,652,Human Resources,28,2,Medical,1,434,2,Male,81,4,2,Manager,1,Married,10616,9328,7,Y,Yes,22,1,4,80,1,3,5,4,1,12,7,9
24,No,Travel_Frequently,530,Sales,22,4,Medical,1,435,3,Male,51,4,1,Sales Representative,4,Married,18716,11367,3,Y,No,11,2,2,80,2,32,1,3,22,13,4,3
28,No,Travel_Rarely,603,Human Resources,14,2,Medical,1,436,3,Male,40,3,2,Laboratory Technician,1,Single,3779,13828,8,Y,No,22,3,1,80,2,3,4,1,21,10,9,12
49,No,Non-Travel,523,Sales,10,2,Life Sciences,1,437,2,Female,48,2,3,Manufacturing Director,2,Married,12662,7176,5,Y,No,14,2,4,80,2,26,4,1,26,4,12,8
27,Yes,Travel_Rarely,1130,Research & Development,7,3,Medical,1,438,4,Female,66,2,3,Manager,4,Married,15839,22741,1,Y,Yes,16,1,2,80,2,14,4,3,22,19,8,6
54,No,Non-Travel,752,Sales,1,4,Technical Degree,1,439,3,Male,82,4,5,Sales Executive,2,Single,8412,9130,4,Y,Yes,11,1,2,80,0,15,0,4,3,17,9,1
37,No,Travel_Rarely,499,Human Resources,11,1,Technical Degree,1,440,4,Male,34,1,1,Sales Representative,3,Married,19501,21718,1,Y,Yes,14,4,2,80,0,27,1,1,17,16,13,3
37,No,Travel_Rarely,158,Human Resources,10,1,Technical Degree,1,441,4,Male,99,1,3,Manager,4,Divorced,17268,6197,7,Y,Yes,10,2,1,80,3,13,5,1,4,15,1,2
32,No,Non-Travel,1184,Human Resources,19,3,Life Sciences,1,442,1,Female,97,3,2,Sales Representative,1,Single,17961,3514,1,Y,No,12,3,4,80,0,27,0,1,14,12,13,14
40,No,Travel_Frequently,1450,Sales,26,3,Technical Degree,1,443,4,Male,72,3,3,Laboratory Technician,4,Single,16805,12865,5,Y,Yes,12,3,2,80,3,19,4,3,27,0,9,10
48,No,Non-Travel,1493,Research & Development,19,1,Medical,1,444,2,Female,90,1,5,Healthcare Representative,4,Married,5153,15254,3,Y,No,24,2,1,80,3,5,1,4,16,5,10,7
45,No,Travel_Frequently,1134,Human Resources,9,1,Technical Degree,1,445,4,Male,56,4,2,Laboratory Technician,2,Married,8698,12834,6,Y,Yes,11,3,3,80,0,37,2,2,6,15,13,3
33,No,Travel_Frequently,1283,Human Resources,16,2,Life Sciences,1,446,3,Male,90,2,3,Research Scientist,2,Married,12135,23743,8,Y,No,13,2,4,80,1,8,2,3,8,2,7,2
19,No,Travel_Rarely,1343,Sales,5,1,Medical,1,447,1,Female,39,3,2,Research Scientist,3,Single,12835,15990,3,Y,No,18,1,2,80,3,0,0,3,5,13,13,13
18,No,Travel_Frequently,955,Sales,10,2,Medical,1,448,4,Female,69,1,3,Sales Representative,3,Divorced,8728,9500,2,Y,Yes,17,3,1,80,3,12,2,2,9,3,12,14
25,No,Non-Travel,410,Sales,22,4,Marketing,1,449,4,Male,94,4,2,Manufacturing Director,4,Single,7636,24384,4,Y,No,10,3,3,80,1,15,2,4,7,9,1,5
43,No,Travel_Frequently,1288,Human Resources,18,1,Medical,1,450,2,Male,60,4,3,Research Scientist,2,Divorced,17461,18406,6,Y,No,24,4,1,80,1,20,0,1,29,14,10,8
41,No,Travel_Frequently,1231,Human Resources,11,1,Technical Degree,1,451,4,Female,97,4,2,Sales Representative,2,Single,13787,11298,8,Y,No,23,4,4,80,0,7,4,3,20,12,7,2
42,No,Travel_Rarely,582,Sales,26,2,Marketing,1,452,2,Female,81,2,4,Research Scientist,2,Married,19708,6357,3,Y,Yes,17,2,3,80,1,28,2,4,22,9,8,13
53,Yes,Non-Travel,1074,Research & Development,2,4,Medical,1,453,2,Male,86,1,1,Laboratory Technician,2,Divorced,16942,17163,1,Y,Yes,13,2,4,80,3,38,4,2,22,15,6,1
43,No,Travel_Rarely,1482,Research & Development,22,1,Other,1,454,2,Female,84,3,1,Laboratory Technician,3,Single,11611,9220,7,Y,Yes,20,3,1,80,1,20,4,4,25,19,14,13
18,No,Non-Travel,115,Sales,29,4,Technical Degree,1,455,4,Female,55,2,1,Sales Executive,1,Single,18212,12494,7,Y,No,12,3,3,80,3,31,4,2,25,3,14,5
