Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Frequently,1472,Sales,13,4,Other,1,533,2,Female,53,3,4,Sales Executive,4,Single,19603,4464,9,Y,No,20,3,2,80,2,17,3,1,14,10,12,9
38,No,Non-Travel,1446,Research & Development,1,2,Other,1,534,1,Male,74,2,3,Sales Executive,3,Single,6475,4969,6,Y,No,11,2,4,80,1,17,1,2,23,15,5,3
37,No,Travel_Rarely,752,Research & Development,11,4,Other,1,535,4,Male,39,4,3,Sales Executive,4,Married,8948,20672,6,Y,No,22,1,4,80,0,24,3,4,16,16,10,14
22,No,Travel_Frequently,1333,Research & Development,15,4,Medical,1,536,1,Male,45,2,1,Manufacturing Director,3,Divorced,13757,24404,8,Y,No,14,3,4,80,2,16,5,3,17,2,9,0
21,No,Travel_Frequently,671,Human Resources,26,4,Marketing,1,537,4,Male,49,3,1,Sales Representative,3,Married,15044,14235,3,Y,Yes,14,2,3,80,2,3,2,1,1,7,14,1
28,Yes,Travel_Rarely,683,Sales,28,1,Life Sciences,1,538,1,Male,41,3,4,Manager,1,Married,13513,10198,8,Y,No,12,4,4,80,2,26,1,1,4,19,2,0
43,Yes,Travel_Rarely,728,Human Resources,26,1,Medical,1,539,2,Male,62,3,4,Sales Executive,1,Divorced,17857,7865,8,Y,No,11,3,2,80,2,2,1,4,15,9,14,11
42,No,Travel_Frequently,443,Research & Development,7,1,Medical,1,540,4,Female,32,4,5,Manufacturing Director,4,Single,16485,18636,2,Y,Yes,19,4,1,80,3,25,2,4,26,11,12,0
22,Yes,Non-Travel,549,Human Resources,28,2,Other,1,541,2,Male,64,4,4,Sales Executive,1,Divorced,5442,10427,8,Y,Yes,16,1,4,80,1,14,4,4,25,11,5,13
30,Yes,Non-Travel,859,Human Resources,13,3,Life Sciences,1,542,2,Female,99,3,4,Laboratory Technician,1,Divorced,3754,2559,4,Y,No,14,2,2,80,2,33,2,3,10,3,0,5
21,No,Travel_Frequently,201,Research & Development,9,4,Other,1,543,2,Male,75,2,3,Manager,1,Divorced,8334,21492,5,Y,No,11,3,4,80,3,7,2,3,7,16,14,0
55,No,Non-Travel,931,Human Resources,23,4,Marketing,1,544,4,Male,45,2,1,Manufacturing Director,2,Married,4905,20499,5,Y,No,15,3,2,80,2,17,1,3,20,8,8,9
45,No,Travel_Frequently,1229,Research & Development,1,4,Life Sciences,1,545,3,Male,76,2,2,Manager,1,Single,13858,17965,5,Y,No,21,3,1,80,3,10,5,2,21,10,8,6
25,No,Travel_Rarely,893,Sales,5,3,Life Sciences,1,546,2,Female,88,3,4,Manufacturing Director,2,Married,17429,4776,9,Y,No,21,4,4,80,2,38,2,4,27,2,1,14
30,No,Non-Travel,677,Sales,13,3,Technical Degree,1,547,2,Male,59,2,4,Human Resources,3,Single,11383,15443,4,Y,No,12,4,2,80,3,5,0,4,23,5,5,1
41,Yes,Travel_Rarely,402,Human Resources,17,2,Other,1,548,3,Male,30,1,3,Laboratory Technician,1,Divorced,4332,2484,5,Y,Yes,13,3,3,80,1,31,0,4,5,16,6,9
37,Yes,Travel_Rarely,142,Human Resources,2,3,Other,1,549,1,Female,71,3,3,Laboratory Technician,1,Married,5967,7157,1,Y,No,15,4,3,80,3,13,3,1,27,16,1,8
21,No,Travel_Frequently,743,Human Resources,15,4,Medical,1,550,2,Male,94,2,3,Laboratory Technician,4,Married,6218,12110,8,Y,No,17,3,1,80,3,2,2,4,15,18,11,5
32,No,Travel_Frequently,626,Sales,8,4,Marketing,1,551,1,Male,51,1,2,Manufacturing Director,4,Married,1899,15117,3,Y,Yes,20,3,2,80,1,17,2,3,13,19,7,8
27,No,Travel_Frequently,765,Research & Development,11,3,Marketing,1,552,4,Female,41,3,4,Laboratory Technician,2,Divorced,9041,16584,7,Y,No,16,3,4,80,2,2,1,2,20,8,0,7
51,No,Travel_Frequently,1098,Sales,19,1,Medical,1,553,4,Female,88,2,5,Sales Representative,2,Married,10885,20435,8,Y,No,13,4,2,80,1,4,1,1,6,15,8,11
30,No,Non-Travel,496,Sales,8,2,Marketing,1,554,1,Male,58,3,4,Manager,3,Married,7225,18779,9,Y,No,18,4,4,80,1,37,5,1,1,0,2,3
40,No,Non-Travel,1119,Human Resources,7,1,Technical Degree,1,555,4,Female,65,4,4,Manufacturing Director,3,Single,8487,16107,7,Y,No,17,2,2,80,0,38,2,2,5,0,9,4
22,No,Travel_Rarely,380,Research & Development,16,3,Medical,1,556,2,Female,88,4,2,Healthcare Representative,2,Married,18804,7035,5,Y,No,24,1,1,80,1,30,1,3,29,11,5,8
38,No,Travel_Rarely,1180,Human Resources,24,4,Technical Degree,1,557,4,Female,56,3,5,Manufacturing Director,4,Single,10145,5831,5,Y,Yes,22,4,1,80,2,10,4,2,25,6,10,2
45,No,Travel_Rarely,692,Research & Development,26,3,Other,1,558,4,Male,73,4,4,Research Scientist,3,Married,7929,4530,8,Y,No,14,4,2,80,2,9,0,2,26,8,6,6
48,Yes,Travel_Rarely,374,Research & Development,29,2,Marketing,1,559,4,Female,73,2,1,Sales Representative,4,Divorced,7788,16864,7,Y,Yes,16,1,1,80,3,31,3,1,1,15,5,14
47,No,Non-Travel,350,Research & Development,1,1,Other,1,560,4,Male,38,3,1,Healthcare Representative,1,Divorced,18086,16785,3,Y,No,14,2,2,80,0,32,2,2,22,0,14,13
30,No,Travel_Frequently,1319,Sales,9,4,Technical Degree,1,561,1,Female,32,1,3,Research Scientist,2,Single,12269,7983,6,Y,No,22,3,1,80,1,9,5,3,24,13,8,1
18,No,Non-Travel,142,Research & Development,7,3,Technical Degree,1,562,3,Female,74,1,4,Healthcare Representative,4,Single,13078,9920,3,Y,Yes,13,2,1,80,3,20,4,4,14,12,4,12
29,Yes,Travel_Frequently,1075,Research & Development,28,1,Life Sciences,1,563,1,Male,59,2,4,Sales Representative,1,Single,9966,9942,6,Y,Yes,20,2,3,80,3,6,0,1,2,10,12,11
56,No,Travel_Frequently,1240,Sales,3,2,Marketing,1,564,1,Female,85,3,5,Manager,3,Married,7301,12309,0,Y,No,16,2,1,80,3,22,4,1,26,0,9,3
33,Yes,Non-Travel,1140,Human Resources,28,4,Technical Degree,1,565,1,Female,89,3,5,Healthcare Representative,1,Single,13484,2663,1,Y,No,11,4,1,80,2,34,4,4,4,13,3,5
23,No,Non-Travel,1226,Sales,24,4,Technical Degree,1,566,1,Female,63,3,2,Laboratory Technician,2,Divorced,17136,23509,7,Y,Yes,19,4,2,80,3,26,3,1,25,19,4,5
28,Yes,Travel_Frequently,1038,Human Resources,19,1,Medical,1,567,2,Male,31,3,3,Human Resources,3,Married,17697,6566,1,Y,Yes,12,2,3,80,0,8,2,4,14,11,2,12
26,Yes,Travel_Rarely,825,Human Resources,27,1,Other,1,568,4,Male,35,2,2,Human Resources,1,Divorced,3990,20666,8,Y,No,13,3,4,80,1,16,5,3,9,11,8,3
46,No,Travel_Frequently,746,Human Resources,4,2,Medical,1,569,2,Female,52,4,2,Human Resources,2,Divorced,19530,3788,4,Y,No,12,3,4,80,3,36,4,3,14,0,0,10
43,No,Non-Travel,644,Sales,22,4,Other,1,570,1,Male,40,4,5,Sales Executive,1,Divorced,10122,23966,8,Y,No,19,4,1,80,2,33,0,3,7,16,7,10
24,No,Travel_Rarely,1120,Research & Development,7,2,Technical Degree,1,571,2,Female,35,2,1,Research Scientist,1,Divorced,10514,22080,2,Y,No,22,2,4,80,0,25,4,3,15,16,1,13
46,Yes,Travel_Rarely,858,Human Resources,15,1,Technical Degree,1,572,4,Male,62,3,4,Manager,1,Married,12142,22021,7,Y,Yes,24,1,1,80,2,24,4,4,23,7,14,2
52,No,Travel_Rarely,601,Sales,20,1,Marketing,1,573,4,Female,41,2,2,Healthcare Representative,2,Single,3585,5901,7,Y,No,17,3,1,80,2,8,4,4,7,8,11,8
48,No,Non-Travel,1044,Sales,28,4,Medical,1,574,3,Female,77,3,1,Healthcare Representative,3,Divorced,7331,8916,7,Y,No,18,2,2,80,2,22,1,2,7,12,10,7
36,No,Travel_Rarely,527,Human Resources,29,2,Technical Degree,1,575,3,Female,61,3,4,Laboratory Technician,2,Married,2278,17329,3,Y,No,13,4,4,80,1,9,5,3,25,12,0,12
48,No,Non-Travel,211,Research & Development,8,4,Marketing,1,576,1,Female,41,3,2,Manager,2,Single,11633,24639,8,Y,No,13,3,2,80,2,31,0,1,28,13,0,7
41,No,Travel_Frequently,1064,Sales,2,1,Technical Degree,1,577,3,Female,97,3,5,Research Scientist,4,Divorced,1315,23875,8,Y,No,19,4,3,80,0,4,2,4,14,2,5,7
48,No,Travel_Rarely,1187,Human Resources,7,3,Marketing,1,578,4,Male,87,2,2,Sales Representative,2,Divorced,6823,2713,4,Y,No,11,4,2,80,1,28,4,2,7,19,11,3
50,Yes,Travel_Frequently,1470,Research & Development,6,4,Life Sciences,1,579,1,Female,77,1,2,Research Scientist,3,Divorced,13823,6408,7,Y,Yes,17,4,2,80,3,30,3,3,0,7,12,5
20,No,Non-Travel,705,Research & Development,5,3,Other,1,580,1,Female,86,1,4,Research Scientist,2,Divorced,19728,7664,2,Y,No,18,3,2,80,1,14,2,3,16,19,9,6
25,No,Travel_Frequently,204,Sales,28,3,Marketing,1,581,2,Male,99,3,3,Laboratory Technician,3,Divorced,15765,15125,8,Y,No,18,3,1,80,2,9,0,2,5,19,2,4
19,No,Travel_Frequently,784,Human Resources,19,2,Life Sciences,1,582,1,Male,60,4,1,Healthcare Representative,1,Single,17809,5006,9,Y,No,13,2,1,80,2,29,4,2,3,18,1,8
40,No,Travel_Rarely,574,Research & Development,9,4,Medical,1,583,4,Female,79,2,4,Laboratory Technician,1,Single,2454,10928,6,Y,No,20,1,1,80,1,7,4,1,23,19,10,14
24,No,Travel_Rarely,751,Research & Development,12,3,Other,1,584,4,Male,83,1,1,Human Resources,4,Married,18726,21827,4,Y,No,16,4,1,80,3,28,1,4,18,2,10,1
41,No,Travel_Rarely,1347,Human Resources,2,1,Life Sciences,1,585,4,Female,56,3,3,Research Scientist,2,Divorced,19136,12287,2,Y,No,13,4,2,80,1,32,4,1,23,15,0,0
34,No,Travel_Rarely,1061,Sales,22,4,Marketing,1,586,1,Female,77,1,1,Manufacturing Director,2,Divorced,14592,22451,1,Y,Yes,18,1,2,80,3,22,2,4,5,11,8,9
31,Yes,Travel_Frequently,1321,Sales,16,3,Technical Degree,1,587,1,Male,86,3,2,Laboratory Technician,2,Divorced,6612,16562,2,Y,Yes,20,4,4,80,1,1,5,4,22,19,0,12
34,No,Travel_Frequently,332,Sales,9,2,Medical,1,588,1,Male,73,3,2,Healthcare Representative,3,Single,1161,18894,1,Y,Yes,21,2,3,80,0,17,5,2,24,11,1,10
50,No,Travel_Frequently,532,Sales,18,2,Marketing,1,589,4,Male,88,2,3,Manager,3,Married,5283,4926,8,Y,No,13,3,2,80,1,38,4,2,4,5,1,0
30,No,Non-Travel,505,Sales,9,4,Other,1,590,4,Female,34,3,5,Manager,4,Divorced,13027,3584,5,Y,No,10,2,2,80,1,25,4,1,16,13,2,6
55,Yes,Travel_Frequently,1308,Human Resources,11,2,Medical,1,591,1,Female,51,4,2,Laboratory Technician,1,Married,5310,7131,8,Y,Yes,16,4,3,80,0,26,5,4,24,18,8,3
33,No,Travel_Frequently,926,Human Resources,26,2,Medical,1,592,2,Female,97,4,5,Laboratory Technician,4,Single,3413,9526,8,Y,No,23,2,3,80,0,23,5,3,2,18,5,6
58,No,Travel_Rarely,574,Human Resources,19,4,Life Sciences,1,593,4,Male,46,4,4,Human Resources,4,Divorced,5606,8011,4,Y,No,24,2,2,80,1,19,1,4,26,7,10,0
35,No,Travel_Rarely,1034,Human Resources,9,4,Technical Degree,1,594,2,Male,97,3,2,Sales Executive,4,Divorced,12937,10790,5,Y,No,12,4,3,80,0,20,0,4,25,19,9,8
18,No,Travel_Frequently,1382,Sales,3,2,Marketing,1,595,3,Female,61,1,5,Manager,2,Divorced,5901,11048,0,Y,No,23,4,4,80,3,31,3,4,12,13,4,12
21,No,Non-Travel,1027,Sales,1,1,Marketing,1,596,4,Female,49,1,4,Research Scientist,2,Single,16663,16317,2,Y,No,21,2,4,80,0,38,0,3,11,1,5,3
39,Yes,Travel_Rarely,333,Sales,4,1,Marketing,1,597,2,Male,92,1,1,Sales Representative,2,Divorced,11923,16114,6,Y,Yes,24,4,1,80,1,11,3,3,16,6,3,11
21,Yes,Travel_Rarely,1396,Research & Development,15,3,Life Sciences,1,598,3,Female,77,4,5,Sales Representative,3,Divorced,14669,9428,7,Y,Yes,12,4,3,80,2,30,5,2,1,5,4,12
44,No,Non-Travel,458,Sales,3,4,Marketing,1,599,1,Female,40,2,2,Manager,4,Married,15121,18078,5,Y,No,24,2,4,80,0,21,2,1,28,18,13,12
40,No,Travel_Rarely,919,Research & Development,19,2,Life Sciences,1,600,4,Female,91,1,5,Human Resources,2,Divorced,11915,8550,8,Y,No,19,4,4,80,1,15,1,2,18,16,1,10
23,No,Non-Travel,883,Human Resources,15,1,Other,1,601,3,Female,60,3,1,Human Resources,2,Divorced,13799,7928,5,Y,No,18,2,4,80,1,10,4,4,1,8,12,1
46,Yes,Non-Travel,1047,Sales,10,4,Medical,1,602,3,Female,34,2,1,Sales Executive,1,Married,13871,16480,7,Y,No,22,3,1,80,1,25,5,1,3,17,2,11
50,No,Travel_Rarely,911,Research & Development,24,2,Technical Degree,1,603,3,Male,36,3,3,Manufacturing Director,2,Single,3674,7418,7,Y,No,22,3,4,80,2,6,3,4,5,19,8,3
41,No,Non-Travel,312,Human Resources,9,4,Medical,1,604,2,Female,96,2,4,Manufacturing Director,2,Divorced,4814,21996,9,Y,No,23,3,1,80,2,7,0,3,27,0,7,9
48,No,Non-Travel,298,Human Resources,21,2,Life Sciences,1,605,2,Male,85,2,5,Sales Representative,3,Divorced,1739,10888,1,Y,No,11,3,1,80,1,10,5,3,25,2,13,10
25,Yes,Travel_Frequently,556,Human Resources,29,2,Other,1,606,3,Male,61,4,5,Sales Executive,2,Single,3421,4281,9,Y,Yes,18,1,2,80,1,15,1,3,15,19,13,13
55,No,Travel_Rarely,610,Sales,24,2,Life Sciences,1,607,2,Female,71,2,1,Sales Representative,2,Single,10770,12789,1,Y,No,24,4,1,80,0,28,1,1,19,14,9,3
57,No,Travel_Frequently,743,Sales,14,2,Technical Degree,1,608,4,Female,69,1,5,Healthcare Representative,4,Divorced,4733,3012,8,Y,No,18,3,4,80,0,22,4,3,25,12,9,6
33,No,Travel_Frequently,888,Sales,28,1,Marketing,1,609,3,Male,80,2,4,Manager,3,Divorced,6649,14733,0,Y,Yes,23,2,4,80,2,21,5,4,19,14,8,4
42,Yes,Non-Travel,1172,Human Resources,17,2,Life Sciences,1,610,2,Female,68,3,4,Manager,1,Married,1703,18619,1,Y,No,10,4,2,80,0,30,1,1,16,15,5,10
58,No,Non-Travel,1480,Research & Development,24,1,Medical,1,611,4,Male,95,4,3,Laboratory Technician,1,Divorced,15067,14566,9,Y,No,14,4,2,80,3,18,5,4,2,13,5,4
45,No,Travel_Frequently,1445,Research & Development,23,4,Technical Degree,1,612,2,Male,70,2,1,Healthcare Representative,4,Single,15699,23046,8,Y,No,10,2,1,80,2,14,4,4,19,7,7,4
38,No,Non-Travel,215,Sales,20,2,Other,1,613,3,Female,36,2,4,Research Scientist,4,Married,2674,18055,2,Y,No,13,3,2,80,3,12,4,2,23,15,14,7
49,Yes,Travel_Rarely,803,Sales,18,4,Marketing,1,614,3,Male,79,1,1,Sales Executive,1,Married,10008,2904,3,Y,No,11,2,2,80,2,7,2,4,16,9,9,13
30,Yes,Travel_Rarely,1259,Sales,21,4,Medical,1,615,3,Female,43,2,3,Human Resources,1,Married,4357,21773,6,Y,No,14,4,2,80,3,8,2,2,6,10,6,4
54,No,Travel_Frequently,114,Human Resources,6,1,Life Sciences,1,616,3,Female,93,4,5,Laboratory Technician,3,Married,16526,15478,5,Y,Yes,22,4,2,80,3,16,5,4,0,6,6,0
40,No,Travel_Rarely,1246,Human Resources,2,2,Marketing,1,617,2,Female,31,2,2,Laboratory Technician,2,Divorced,1189,15830,3,Y,No,22,3,3,80,1,1,5,1,18,6,3,13
20,No,Non-Travel,421,Human Resources,29,1,Medical,1,618,1,Female,78,2,3,Manager,1,Married,19092,12859,3,Y,No,11,3,1,80,3,13,2,2,20,14,7,14
36,Yes,Travel_Rarely,610,Sales,22,4,Marketing,1,619,1,Male,78,3,1,Manager,1,Divorced,16905,22733,7,Y,Yes,12,3,2,80,3,23,2,2,3,2,14,10
46,No,Non-Travel,1233,Human Resources,1,3,Life Sciences,1,620,2,Female,87,4,3,Laboratory Technician,2,Single,13419,13050,6,Y,No,19,4,4,80,1,25,1,2,18,13,4,13
47,Yes,Travel_Rarely,105,Human Resources,17,1,Other,1,621,3,Male,51,1,1,Research Scientist,2,Married,3431,2137,1,Y,Yes,24,4,2,80,3,12,1,2,20,14,14,0
41,Yes,Non-Travel,121,Human Resources,17,4,Technical Degree,1,622,1,Male,34,2,4,Human Resources,3,Divorced,3371,21649,2,Y,Yes,20,1,4,80,0,7,2,4,11,6,14,3
46,Yes,Travel_Rarely,253,Research & Development,24,3,Life Sciences,1,623,4,Female,58,3,5,Manager,3,Single,2739,21933,7,Y,No,15,1,3,80,0,13,4,3,4,3,12,8
54,No,Travel_Rarely,485,Sales,3,2,Marketing,1,624,1,Male,96,2,4,Manufacturing Director,2,Single,11223,24297,1,Y,No,11,3,3,80,1,26,5,2,10,12,9,3
29,No,Travel_Frequently,1022,Human Resources,21,3,Technical Degree,1,625,2,Female,65,3,5,Research Scientist,4,Married,4919,3779,7,Y,No,10,4,2,80,0,37,0,2,29,14,6,14
57,No,Travel_Rarely,1067,Human Resources,14,3,Technical Degree,1,626,2,Female,48,3,4,Manufacturing Director,3,Single,3158,19255,2,Y,No,20,2,1,80,1,18,2,1,23,12,1,9
46,No,Travel_Rarely,1004,Sales,14,3,Marketing,1,627,3,Male,79,1,5,Research Scientist,3,Single,3758,15175,3,Y,No,23,2,3,80,0,20,0,2,10,0,12,14
25,No,Travel_Rarely,1194,Research & Development,19,4,Medical,1,628,1,Female,85,1,5,Human Resources,4,Single,5017,22581,2,Y,No,19,2,4,80,0,6,0,1,22,9,12,6
38,No,Non-Travel,1440,Sales,11,4,Technical Degree,1,629,3,Female,72,3,5,Healthcare Representative,2,Single,12406,19177,5,Y,No,10,4,2,80,0,0,5,4,23,12,0,5
35,Yes,Non-Travel,808,Human Resources,11,4,Technical Degree,1,630,1,Male,74,2,4,Research Scientist,4,Divorced,2580,4373,7,Y,Yes,19,2,4,80,2,4,4,1,3,16,4,6
36,No,Non-Travel,251,Research & Development,17,3,Life Sciences,1,631,2,Male,62,1,1,Sales Representative,4,Divorced,3076,15357,2,Y,Yes,22,2,3,80,1,38,2,1,24,17,13,5
46,No,Travel_Rarely,657,Research & Development,12,3,Technical Degree,1,632,2,Male,40,4,2,Sales Executive,2,Single,16763,20661,6,Y,No,20,3,2,80,1,5,1,2,29,8,9,10
39,No,Travel_Rarely,1023,Sales,15,4,Technical Degree,1,633,3,Male,40,3,2,Sales Executive,3,Married,10283,2070,1,Y,Yes,18,1,1,80,3,35,5,1,10,0,7,6
34,No,Travel_Frequently,1377,Human Resources,2,1,Marketing,1,634,1,Female,54,3,1,Laboratory Technician,3,Divorced,19442,14260,4,Y,No,17,4,2,80,2,22,0,1,9,18,8,13
45,Yes,Travel_Frequently,1339,Sales,18,3,Technical Degree,1,635,3,Female,54,1,5,Human Resources,2,Single,1474,13211,9,Y,Yes,20,2,2,80,0,32,4,2,17,4,8,10
28,Yes,Non-Travel,1295,Sales,29,4,Marketing,1,636,2,Male,38,2,5,Healthcare Representative,2,Single,16369,22678,1,Y,No,21,4,4,80,2,12,0,4,0,7,7,6
41,No,Travel_Frequently,1167,Human Resources,28,3,Technical Degree,1,637,4,Male,62,3,1,Laboratory Technician,4,Divorced,14030,8791,1,Y,No,22,4,3,80,0,34,3,3,19,7,5,11
36,No,Travel_Rarely,1448,Human Resources,17,4,Life Sciences,1,638,4,Female,30,2,4,Human Resources,2,Married,12347,23048,3,Y,No,20,1,3,80,0,6,4,2,10,3,3,3
32,No,Travel_Frequently,1033,Human Resources,3,4,Marketing,1,639,4,Male,53,2,5,Healthcare Representative,3,Divorced,19178,6261,1,Y,No,21,1,2,80,3,4,5,2,5,0,13,6
35,No,Travel_Frequently,586,Human Resources,24,1,Other,1,640,2,Female,82,1,4,Healthcare Representative,3,Single,2835,4782,6,Y,Yes,19,1,2,80,3,5,5,3,17,6,13,3
48,Yes,Non-Travel,749,Research & Development,9,2,Technical Degree,1,641,3,Female,97,2,2,Manager,1,Single,13956,8612,1,Y,No,17,2,3,80,1,23,2,1,7,10,0,13
19,No,Non-Travel,106,Research & Development,9,2,Medical,1,642,1,Female,57,3,1,Sales Representative,4,Divorced,8372,14688,5,Y,No,12,2,1,80,3,21,2,3,20,19,0,9
37,No,Travel_Frequently,470,Sales,24,1,Other,1,643,3,Male,75,3,1,Sales Executive,2,Married,9684,22358,7,Y,No,23,3,1,80,3,14,0,4,21,13,9,5
21,No,Non-Travel,1483,Sales,8,3,Marketing,1,644,2,Male,69,3,2,Manager,2,Single,1447,13391,4,Y,Yes,12,3,4,80,1,8,4,3,13,9,8,13
40,No,Travel_Frequently,1251,Human Resources,10,3,Technical Degree,1,645,1,Female,91,1,3,Research Scientist,3,Divorced,14509,6605,3,Y,No,11,4,4,80,0,27,4,2,12,9,6,0
36,No,Travel_Rarely,1121,Research & Development,26,1,Technical Degree,1,646,1,Male,44,4,3,Sales Executive,1,Single,6881,10707,5,Y,Yes,16,2,4,80,3,8,0,2,23,4,5,4
42,No,Non-Travel,752,Sales,22,1,Medical,1,647,1,Female,44,1,1,Research Scientist,2,Divorced,6336,21071,2,Y,No,12,3,2,80,3,12,4,1,28,4,0,0
46,No,Travel_Rarely,1114,Sales,5,3,Life Sciences,1,648,2,Female,32,1,4,Research Scientist,1,Divorced,15548,21883,6,Y,No,10,3,4,80,1,1,1,4,18,17,2,6
25,No,Travel_Rarely,748,Research & Development,21,3,Other,1,649,3,Male,81,4,1,Sales Representative,3,Divorced,12791,21816,2,Y,No,16,1,4,80,3,31,4,4,15,5,2,3
24,No,Travel_Frequently,277,Research & Development,20,2,Medical,1,650,1,Female,63,3,4,Human Resources,4,Married,7752,22005,8,Y,Yes,13,3,1,80,2,0,3,4,9,17,14,3
40,No,Non-Travel,457,Human Resources,14,4,Marketing,1,651,1,Female,78,2,1,Laboratory Technician,3,Divorced,12948,17725,4,Y,No,14,3,4,80,0,7,1,4,9,18,4,10
31,No,Travel_Frequently,1413,Human Resources,2,1,Technical Degree,1,652,3,Male,75,1,1,Manufacturing Director,2,Single,2347,9204,9,Y,No,13,1,3,80,2,36,2,1,7,12,2,12
59,No,Travel_Frequently,694,Human Resources,16,1,Marketing,1,653,2,Male,55,4,1,Human Resources,4,Married,12517,24144,7,Y,No,21,2,4,80,2,11,2,4,21,13,9,2
52,No,Non-Travel,1304,Research & Development,18,3,Technical Degree,1,654,1,Female,57,3,1,Manager,2,Single,8730,13580,2,Y,No,18,2,3,80,2,7,5,3,29,7,8,3
27,Yes,Non-Travel,1416,Research & Development,7,1,Medical,1,655,4,Female,83,1,4,Manufacturing Director,4,Divorced,18659,10700,7,Y,Yes,10,3,1,80,3,1,5,1,25,1,8,9
32,No,Travel_Frequently,228,Sales,20,2,Medical,1,656,3,Male,40,4,1,Manager,3,Single,2961,4365,4,Y,No,17,2,2,80,3,11,5,3,10,1,4,13
42,No,Travel_Frequently,684,Human Resources,23,2,Technical Degree,1,657,3,Male,78,3,1,Laboratory Technician,4,Married,14814,22484,3,Y,No,17,4,2,80,1,35,5,4,6,1,10,14
41,Yes,Non-Travel,602,Human Resources,4,4,Other,1,658,4,Female,53,2,2,Healthcare Representative,1,Divorced,10060,8804,9,Y,Yes,15,4,4,80,1,13,0,1,17,15,6,10
49,No,Travel_Rarely,655,Human Resources,6,1,Life Sciences,1,659,3,Male,48,2,3,Research Scientist,3,Married,14445,18416,8,Y,No,17,1,2,80,1,4,0,2,24,3,1,11
32,Yes,Travel_Rarely,651,Sales,20,4,Technical Degree,1,660,4,Female,94,3,5,Human Resources,1,Single,18212,22738,6,Y,Yes,21,4,4,80,2,22,4,1,20,15,13,12
35,No,Travel_Frequently,1276,Sales,23,4,Other,1,661,4,Female,47,1,4,Manager,3,Divorced,11760,9859,2,Y,No,24,1,2,80,0,32,5,3,17,19,6,14
48,No,Travel_Frequently,931,Human Resources,13,2,Other,1,662,4,Female,92,2,2,Manufacturing Director,3,Married,17847,4475,3,Y,Yes,23,3,4,80,0,15,4,4,25,1,12,0
21,No,Travel_Frequently,572,Human Resources,25,3,Life Sciences,1,663,1,Male,42,1,3,Manufacturing Director,3,Married,11922,16836,4,Y,No,11,1,3,80,3,33,3,3,27,11,4,8
25,No,Travel_Frequently,830,Research & Development,5,3,Marketing,1,664,2,Female,33,1,1,Manufacturing Director,3,Single,8175,15207,6,Y,Yes,12,1,4,80,0,37,3,3,8,12,8,9
48,No,Travel_Frequently,1210,Sales,21,1,Other,1,665,2,Male,66,3,3,Manufacturing Director,4,Married,5391,8766,9,Y,No,24,3,2,80,1,20,4,4,5,2,0,10
50,Yes,Travel_Rarely,481,Sales,18,4,Technical Degree,1,666,4,Male,86,2,4,Manufacturing Director,2,Married,2826,22539,4,Y,No,18,4,4,80,1,18,0,4,0,2,10,4
52,No,Travel_Rarely,465,Research & Development,22,2,Medical,1,667,4,Female,92,4,3,Manager,4,Divorced,1542,10499,0,Y,No,11,1,4,80,0,23,0,2,4,15,2,9
43,No,Travel_Rarely,950,Sales,11,1,Medical,1,668,2,Male,69,1,3,Manufacturing Director,4,Married,2590,19207,3,Y,No,15,1,2,80,0,35,3,3,14,6,4,10
30,No,Travel_Rarely,1025,Sales,12,1,Life Sciences,1,669,3,Male,99,4,2,Human Resources,4,Single,5214,12228,9,Y,Yes,22,3,2,80,2,34,0,4,18,19,12,9
45,Yes,Travel_Rarely,687,Sales,3,2,Other,1,670,2,Male,50,3,4,Manufacturing Director,2,Married,19549,24555,6,Y,Yes,14,1,4,80,3,31,3,4,0,14,11,11
23,No,Travel_Rarely,1307,Human Resources,4,2,Other,1,671,1,Female,48,2,1,Manufacturing Director,3,Married,11625,19853,1,Y,Yes,20,4,2,80,1,18,5,1,27,3,14,3
58,Yes,Travel_Rarely,1349,Sales,8,4,Medical,1,672,1,Male,44,1,5,Manufacturing Director,2,Married,11559,7801,9,Y,Yes,18,1,2,80,0,11,3,3,11,10,9,8
54,No,Travel_Frequently,1221,Sales,14,4,Medical,1,673,4,Male,55,4,4,Human Resources,3,Married,18287,6957,3,Y,No,21,3,1,80,2,31,2,1,28,3,2,13
34,No,Travel_Rarely,188,Research & Development,19,3,Life Sciences,1,674,3,Female,92,3,1,Sales Representative,3,Divorced,16436,5414,0,Y,No,18,3,1,80,0,16,1,3,19,8,13,2
27,No,Travel_Frequently,306,Research & Development,2,3,Medical,1,675,2,Female,49,3,4,Healthcare Representative,4,Married,5873,8514,5,Y,No,20,3,1,80,3,20,5,3,14,15,8,2
